,ddi,pfam,meff,pdb,dca_max,nb_contact
116,ddi_num_1801,PF07478_PF01820,957.663564511659,"{'2yzn', '2yzm', '2zdh', '5d8d', '1iow', '2fb9', '3n8d', '5bpf', '2i80', '3rfc', '4c5a', '4c5b', '2pvp', '3e5n', '1iov', '3lwb', '4fu0', '2zdq', '5c1p', '2i87', '3q1k', '3v4z', '4egj', '2i8c', '3r5x', '4zqi', '4eg0', '5c1o', '3se7', '3r23', '2yzg', '3i12', '5bph', '2dln', '4egq', '3tqt', '4me6', '4c5c', '4l1k', '1e4e', '1ehi', '3r5f', '5dmx', '2zdg'}",0.919583084527416,575
117,ddi_num_2890,PF01071_PF02844,957.424714388228,"{'2xd4', '2qk4', '2ys7', '3lp8', '2ys6', '2yrw', '1gso', '2yya', '3mjf', '2xcl', '2ip4', '5vev', '2yrx', '2yw2', '1vkz'}",0.831466216624847,472
118,ddi_num_4962,PF14765_PF00109,955.774368483005,{'2vz8'},0.122773034975765,13
119,ddi_num_507,PF00501_PF00668,951.502796613619,"{'5ja1', '2vsq', '5ja2', '4zxh', '4zxi', '5t3d'}",0.117246820434209,356
120,ddi_num_5777,PF01488_PF08501,949.571312197629,"{'1p74', '3o8q', '2hk7', '3fbt', '1nvt', '3sef', '3pgj', '3don', '3u62', '4omu', '3doo', '1p77', '1nyt', '2hk9', '4p4g', '3pwz', '2egg', '2hk8'}",0.4989116452057,295
121,ddi_num_2231,PF00122_PF00403,948.997105321841,"{'3j09', '2voy'}",0.379122250946317,322
122,ddi_num_5657,PF07499_PF01330,943.225111634948,"{'2ztd', '1bvs', '2ztc', '2h5x'}",0.246308581433041,77
123,ddi_num_1498,PF00668_PF00550,939.121202116354,"{'5u89', '5isw', '2jgp', '2vsq', '5isx', '5ejd', '4zxh', '4zxi'}",0.142975042609551,839
124,ddi_num_36,PF01367_PF02739,938.905393638347,"{'1bgx', '5hml', '3zd9', '3zdc', '1ut5', '1taq', '3zdd', '1ut8', '3zda', '3zdb', '5hnk', '5hmm', '5hp4', '3zd8', '3zde', '1tau'}",1.40740812383768,602
125,ddi_num_1931,PF00772_PF03796,933.367486769466,"{'4m4w', '2r6a', '3bgw', '2r6d', '2vyf', '2r6c', '4esv', '4nmn', '2vye'}",0.211228576304932,509
126,ddi_num_4262,PF14833_PF03446,926.650746610155,"{'2uyy', '3doj', '1yb4', '2cvz', '2i9p', '2gf2', '3q3c', '3w6u', '3obb', '5u5g', '3pef', '1wp4', '4dll', '3pdu', '5je8', '1vpd', '3qha', '3g0o', '3w6z', '3ws7', '3cky'}",0.468110711717166,828
127,ddi_num_3248,PF00271_PF07717,925.075014244981,"{'2xau', '3kx2', '5i8q', '5lj5', '5jpt', '5xdr', '5lta', '5d0u', '5aor'}",0.242149124041928,12
128,ddi_num_2220,PF13288_PF08436,922.438895323774,"{'3wqr', '3a06', '4kp7', '4ooe', '2jcx', '2y1c', '4zqh', '3zi0', '2egh', '5jo0', '3zhx', '1q0h', '4y6r', '4a03', '3au8', '1q0l', '2jd0', '4oof', '3zhz', '1onn', '1ono', '4zqf', '5jbi', '3ras', '3a14', '3wqs', '2jd1', '3iie', '3zhy', '2jd2', '3au9', '3anl', '1q0q', '1r0l', '2y1d', '3aua', '4zn6', '2jcy', '5jnl', '2y1g', '1t1s', '1t1r', '4rcv', '3ann', '5jmp', '2y1e', '1onp', '4zqg', '5dul', '4y6p', '3wqq', '3r0i', '2jcv', '5jaz', '4zqe', '4aic', '1r0k', '4gae', '5jmw', '4y6s', '5jc1', '2c82', '3anm', '4y67', '1jvs', '1k5h', '2y1f'}",1.17156396085127,802
130,ddi_num_1364,PF01584_PF02518,922.307773196665,"{'1b3q', '3ja6'}",0.211025565352191,136
131,ddi_num_2350,PF00679_PF00009,919.966758696899,"{'5lj3', '2npf', '3jb9', '3jcm', '5gan', '5mps', '2ywg', '2efg', '2bm0', '4zcm', '3deg', '4myu', '1elo', '5wsg', '2ywe', '1fnm', '3zz0', '1ktv', '2ywf', '3b78', '4fn5', '1n0u', '5a9v', '5mq0', '1zm2', '5gmk', '1dar', '2xex', '3zzu', '4zcl', '1zm3', '3b82', '4myt', '4zci', '1n0v', '4m1k', '3b8h', '3zzt', '1zm9', '1u2r', '5anb', '1zm4', '2bv3', '3cb4', '5gam', '2ywh', '3j0e', '5anc', '2zit', '2e1r'}",0.418190900574924,911
132,ddi_num_3253,PF00271_PF04851,915.692957422248,"{'5jch', '4xqk', '2nmv', '4gl2', '5jbg', '5jc7', '5jb2', '1d2m', '2fdc', '1c4o', '5jaj', '4a36', '5jcf', '1t5l', '1d9z', '5jc3', '2d7d', '3uwx'}",0.560442377758939,356
133,ddi_num_4101,PF12631_PF10396,914.994373750523,"{'1xzq', '1xzp', '3gee', '3gei', '3geh'}",0.530883199557078,312
134,ddi_num_3318,PF14520_PF07499,913.584955000387,"{'2ztd', '1bvs', '2ztc', '2h5x'}",0.23154736279762,96
135,ddi_num_2221,PF13288_PF02670,910.641890526562,"{'3wqr', '4kp7', '3a06', '4ooe', '2jcx', '2y1c', '4zqh', '3zi0', '2egh', '5jo0', '3zhx', '1q0h', '4y6r', '4a03', '4oof', '3au8', '1q0l', '2jd0', '3zhz', '1onn', '1ono', '4zqf', '3ras', '3a14', '3wqs', '2jd1', '3zhy', '3iie', '2jd2', '3au9', '3anl', '1q0q', '1r0l', '2y1d', '3aua', '4zn6', '2jcy', '5jnl', '2y1g', '1t1s', '1t1r', '4rcv', '3ann', '5jmp', '2y1e', '5dul', '1onp', '4zqg', '4y6p', '3wqq', '4aic', '3r0i', '2jcv', '4zqe', '5jaz', '1r0k', '4gae', '5jmw', '4y6s', '5jc1', '4y67', '2c82', '3anm', '1jvs', '1k5h', '2y1f'}",1.04907961267919,392
136,ddi_num_5142,PF02132_PF13662,909.240311468895,"{'4jcv', '3ve5', '2v1c', '4o6p', '1vdd', '3vdu', '4o6o', '3vdp'}",0.69592208861853,171
137,ddi_num_1362,PF01739_PF03705,905.264424135792,"{'1af7', '5ftw', '1bc5'}",0.268243139112007,143
138,ddi_num_3575,PF08246_PF00112,904.487510377288,"{'3f75', '4qrv', '1by8', '4qrx', '5egw', '2o6x', '3usv', '2c0y', '3qt4', '5ef4', '3tnx', '5jt8', '3qj3', '4qrg'}",0.889874673714674,471
139,ddi_num_1208,PF00689_PF00122,902.901364847607,"{'5avt', '3a3y', '3nal', '4kyt', '4hqj', '3w5b', '4ux2', '4h1w', '4ycl', '2zbd', '2o9j', '5avs', '3n23', '2xzb', '3ar9', '5aw8', '3kdp', '2yn9', '3b8e', '4hyt', '5aw4', '5aw0', '3ar7', '3w5c', '3ar2', '5avq', '5aw7', '1iwo', '4ret', '4ycm', '3fgo', '5aw9', '3ar4', '3ba6', '5xa8', '3n8g', '3fps', '4ux1', '2yfy', '3ar5', '5xa7', '2zbf', '1t5t', '3j7t', '5avr', '3n5k', '1su4', '1vfp', '4xe5', '5a3q', '2c8k', '2oa0', '2ear', '4y3u', '4nab', '5avu', '4uu0', '1wpg', '3b9r', '3b9b', '5aw3', '1t5s', '2c8l', '5xa9', '4res', '5xab', '5aw6', '3fpb', '2eat', '3tlm', '2zbe', '5avv', '2by4', '3nam', '2agv', '3wgv', '1kju', '5a3s', '3w5a', '1xp5', '5avy', '3w5d', '5xaa', '2zbg', '2c88', '4ycn', '4j2t', '3ar6', '2eau', '5avz', '3ar3', '3ar8', '4uu1', '4xou', '3nan', '2c9m', '2dqs', '3wgu', '5a3r', '4bew'}",0.242864987195014,426
140,ddi_num_6058,PF13432_PF14559,902.237222285575,"{'3as5', '3as4', '3ash', '3asg'}",0.242775973040163,150
141,ddi_num_3719,PF08659_PF14765,900.650893096827,{'2vz8'},0.126199533936743,135
142,ddi_num_3054,PF04101_PF03033,898.733987671481,"{'3s2u', '3h4i', '1nlm', '3h4t', '1f0k'}",0.793434934240939,198
143,ddi_num_4210,PF05188_PF00488,894.529370551271,"{'5akc', '5akb', '5akd', '2o8e', '2o8b', '2o8f', '3thx', '1oh8', '2o8d', '1oh7', '3thy', '3thw', '3thz', '1ng9', '2o8c'}",0.198706527422568,259
144,ddi_num_564,PF00023_PF12796,891.218085919276,"{'1ikn', '1k1b', '5ent', '4dx7', '5aqa', '2qyj', '4c48', '1k1a', '2j8s', '2dvw', '5aq8', '2v5q', '5vkq', '5jhq', '5itz', '4atz', '4hrm', '5eyl', '1n11', '2p2c', '4nik', '5ens', '1nfi', '1n0q', '4k5b', '4dx6', '2xee', '4rlv', '3nog', '5hry', '5eno', '5nc5', '5hkp', '5aq9', '4n5q', '1n0r', '3zu7', '3utm', '1tr4', '4u96'}",0.612130006775276,810
145,ddi_num_3566,PF00817_PF11799,890.871902761962,"{'3fds', '5dg8', '5kt4', '5kt2', '4ebc', '4rno', '3g6v', '5f9l', '5kfh', '5kfy', '3mr6', '5kg1', '3gv5', '4j9l', '5dqg', '4q8f', '3q8r', '3in5', '5l1k', '4fs1', '4eey', '3h40', '2aq4', '4j9k', '4ebd', '5kfk', '5kt5', '4q44', '4j9m', '4ed6', '3epg', '5kfw', '5l9x', '4j9r', '3si8', '4j9p', '1jih', '5dqh', '5dga', '4ird', '2alz', '1t94', '4ed8', '3tq1', '4yqw', '3h4d', '2imw', '5kt7', '4o3p', '5dg7', '4ecs', '5c5j', '3osp', '2r8k', '3gv7', '4q45', '2fln', '5jum', '2oh2', '2w7p', '4dl6', '3g6y', '5kg3', '5kfn', '5kg2', '5dlf', '4j9q', '4o3q', '5kfu', '5kfp', '5f9n', '3epi', '5kfm', '5t14', '4rnm', '3osn', '4q43', '4j9o', '4u7c', '3g6x', '3mr3', '5kfv', '5kg6', '3bjy', '5dqi', '3mfh', '4dl4', '2fll', '5ewe', '4o3o', '2xgq', '2flp', '3oha', '3h4b', '5l1j', '4ed7', '3gqc', '4r8u', '4irc', '2wtf', '4ebe', '5kg7', '4yr3', '2w7o', '4eyh', '4eyi', '4rnn', '3pzp', '5kg5', '2r8j', '5kt6', '5kfc', '5ewf', '5l1i', '2dpi', '4j9n', '5kfi', '5kt3', '4yr0', '4o3r', '1zet', '4fs2', '5ulx', '4dl7', '4ru9', '4j9s', '4dl3', '1t3n', '3q8p', '4ir9', '5ewg', '5kfz', '4yr2', '5kff', '4ecy', '4ir1', '4irk', '5kfo', '3ohb', '3ngd', '4dl2', '4dl5', '5ulw', '5dlg', '3gv8', '4yp3', '2xgp', '3jaa', '3q8s', '4u6p', '5dg9', '3mfi'}",0.195172809331785,553
147,ddi_num_5725,PF07517_PF07516,886.53440782817,"{'3iqy', '4uaq', '1nkt', '1m74', '2vda', '2fsi', '2ipc', '3jux', '1tf5', '3iqm', '1nl3', '1m6n', '3din', '3jv2', '2fsf', '4ys0', '1tf2', '2fsh', '2ibm', '2fsg'}",0.81063998623869,772
148,ddi_num_3175,PF06831_PF06827,884.565467255116,"{'3u6e', '2f5p', '4pdi', '1l2d', '1nnj', '1pji', '2xzu', '2ea0', '1q3b', '4g4o', '3u6s', '3u6m', '1pm5', '3gpu', '3gq3', '3sas', '3sar', '3sat', '2f5o', '3gpy', '1ee8', '4pdg', '3c58', '3u6o', '3u6p', '3u6c', '1r2z', '4pcz', '3jr4', '1l1z', '1q39', '1l2c', '4cis', '4g4n', '1r2y', '4pd2', '1k3x', '3saw', '1kfv', '3gq4', '3u6d', '2oq4', '2f5n', '4g4q', '1tdz', '2opf', '1xc8', '3jr5', '1pjj', '3sbj', '4g4r', '1k3w', '2xzf', '1k82', '2f5q', '3u6l', '3gp1', '1l2b', '2f5s'}",0.883513808978574,210
149,ddi_num_979,PF00289_PF00364,884.296173573137,"{'5ks8', '4hr7'}",0.217616782091772,270
150,ddi_num_38,PF02739_PF00476,883.474496680799,{'1bgx'},0.206679036726322,133
151,ddi_num_4784,PF00224_PF02887,880.177261521073,"{'3qv7', '3is4', '1a5u', '4ks0', '1aqf', '3e0v', '3g2g', '3qv8', '4hyw', '4rpp', '3t07', '2g50', '1pkm', '1zjh', '1pky', '4kcv', '4kcw', '3srd', '3qv6', '1f3x', '3hqp', '1pkl', '1a49', '4qg9', '3hqo', '3hqq', '3qv9', '3bjf', '3bjt', '3hqn', '4qgc', '3srf', '4drs', '4fxf', '3t0t', '1t5a', '1f3w', '3t05', '1a3w', '5x1v', '3gg8', '3n25', '4fxj', '4qg6', '5x1w', '3khd', '1pkn', '3qtg', '4g1n', '3me3', '3e0w', '4jpg', '4hyv', '3eoe', '3srk', '3ma8', '1e0t', '4krz', '3pp7', '1e0u', '4ip7', '3gr4', '4ima', '4b2d', '4yj5', '3gqy', '4kct', '4kcu', '4qg8', '4yng', '2e28', '3h6o', '3srh', '1a3x', '3ktx', '3u2z'}",0.725870129264972,804
152,ddi_num_1602,PF01321_PF00557,879.022241010838,"{'5fcf', '1wn1', '5cnx', '5jqk', '5giq', '2how', '4zng', '5cik', '4s2r', '4r60', '4ege', '2zsg', '3ctz', '5jr6', '5cdv', '4fkc', '3q6d', '5fch', '5giu', '1chm', '4s2t', '4rgz', '1wy2', '1pv9', '5cdl', '5cde'}",0.644967313702786,822
153,ddi_num_1964,PF03119_PF01653,874.563213348321,{'1v9p'},0.191333985572825,27
154,ddi_num_5672,PF02772_PF00438,873.767548448398,"{'3iml', '1o93', '1rg9', '2p02', '5a1i', '2obv', '1o92', '1mxa', '4ktv', '5t8s', '5h9u', '4le5', '1mxc', '3so4', '5a1g', '4ndn', '1xrc', '1xrb', '4ktt', '5ugh', '5t8t', '5a19', '1o90', '3s82', '1o9t', '1p7l', '1mxb', '1fug', '1xra', '3rv2', '4odj', '1qm4', '3tde'}",1.15510053671396,478
155,ddi_num_5083,PF04055_PF13186,870.987281759823,"{'4k39', '4k36', '4k37', '4k38'}",0.529474478668714,228
156,ddi_num_6093,PF16198_PF01509,870.517043195105,"{'3hax', '3u28', '3uai', '2ey4', '1zl3', '1r3e', '3hay', '2rfk', '1ze1', '1ze2', '3mqk', '1k8w', '2ab4', '1r3f', '3hjw', '1sgv'}",1.22785635284245,855
157,ddi_num_4842,PF01743_PF12627,868.780999470569,"{'3aqm', '3h38', '5hc9', '3aql', '1miw', '3wfp', '3h39', '3h37', '3aqn', '3h3a', '1miv', '1miy', '3aqk', '3wfo'}",0.339623504478816,143
158,ddi_num_4852,PF01379_PF03900,866.606393014583,"{'1pda', '1ypn', '2ypn', '3eq1', '4mlq', '4htg', '3ecr', '1ah5', '1gtk', '4mlv'}",0.809905601326909,559
159,ddi_num_3177,PF04408_PF07717,865.364242888678,"{'2xau', '5wsg', '3kx2', '5i8q', '5lj5', '5ltk', '5jpt', '5ltj', '5xdr', '5lta', '3i4u', '5d0u', '5aor'}",0.510392332671607,457
160,ddi_num_2222,PF08436_PF02670,864.754610456589,"{'3wqr', '3a06', '4kp7', '4ooe', '2jcx', '2y1c', '4zqh', '3zi0', '2egh', '5jo0', '3zhx', '1q0h', '4y6r', '4a03', '1q0l', '3au8', '2jd0', '4oof', '3zhz', '1onn', '1ono', '4zqf', '3ras', '3a14', '3wqs', '2jd1', '3zhy', '3iie', '2jd2', '3au9', '3anl', '1q0q', '1r0l', '2y1d', '3aua', '2jcy', '4zn6', '5jnl', '2y1g', '1t1s', '1t1r', '4rcv', '3ann', '5jmp', '2y1e', '5dul', '4zqg', '1onp', '4y6p', '3wqq', '2jcv', '3r0i', '5jaz', '4zqe', '4aic', '4gae', '1r0k', '5jmw', '4y6s', '2c82', '4y67', '3anm', '1jvs', '1k5h', '2y1f'}",0.534124419780809,481
163,ddi_num_220,PF16177_PF00501,856.769092289291,"{'2p2m', '2p2b', '2p2j', '1ry2', '5k85', '4wd1', '2p2q', '5k8f', '1pg4', '2p2f', '5vpv', '5ifi', '2p20', '1pg3', '5jrh'}",0.675787666644895,751
164,ddi_num_5313,PF03948_PF01281,854.824619252192,"{'4csu', '5ady'}",0.237008519912165,74
165,ddi_num_4547,PF12705_PF00580,852.666957162704,"{'4cei', '4ceh', '3u4q', '3u44', '4cej'}",0.138014841990547,133
166,ddi_num_2347,PF00679_PF14492,852.635996927086,"{'2npf', '2bm0', '1wdt', '4myu', '1elo', '2p8w', '1fnm', '3zz0', '3b78', '1ktv', '1n0u', '1zm2', '2p8y', '2om7', '2xex', '3zzu', '2p8x', '3b82', '4myt', '1n0v', '4m1k', '3izp', '3b8h', '1zm9', '2dy1', '1u2r', '5anb', '1zm4', '1zm3', '5anc', '3j0e', '2zit', '2e1r'}",0.5531611563811,337
167,ddi_num_5670,PF02773_PF02772,845.206242277046,"{'3iml', '1o93', '1rg9', '2p02', '5a1i', '2obv', '1o92', '1mxa', '4ktv', '5t8s', '5h9u', '4le5', '1mxc', '3so4', '5a1g', '5ugh', '1xrc', '1xrb', '4ndn', '4ktt', '5t8t', '5a19', '1o90', '3s82', '1o9t', '1p7l', '1mxb', '1fug', '1xra', '3rv2', '4odj', '1qm4', '3tde'}",1.95490826990527,835
168,ddi_num_3429,PF01418_PF01380,844.884226177028,{'4ivn'},0.23093953545222,121
169,ddi_num_3582,PF05922_PF00082,837.722906160756,"{'3gcw', '3m0c', '3h42', '3bps', '3p5b', '2w2q', '1scj', '2w2p', '3whi', '4ov6', '4nmx', '4yn3', '2p4e', '3sqo', '3bgo', '3p5c', '4ne9', '2xtj', '4k8r', '2w2n', '2pmw', '2w2m', '1spb', '3gcx', '2qtw', '3co0', '2w2o', '3cnq'}",0.984290527996937,819
170,ddi_num_2766,PF00460_PF06429,836.924632497565,"{'3a69', '5wrh', '5jxl'}",0.731378693772937,217
171,ddi_num_2826,PF10415_PF00206,835.137888141572,"{'4adm', '1yfe', '1fur', '4hgv', '1vdk', '5f92', '3oce', '3r6q', '1j3u', '3qbp', '4apa', '5f91', '3r6v', '3rrp', '1fup', '3tv2', '5d6b', '4adl', '3no9', '2fus', '1jsw', '3ocf', '3e04', '3rd8', '4apb', '1fuq', '1fuo', '1kq7'}",0.415763759633234,437
172,ddi_num_6038,PF00205_PF02776,835.109098545852,"{'2ezu', '2wvh', '4d5g', '2pgn', '2iht', '5k6t', '4k9n', '2fwn', '2ez8', '2vbi', '2ihv', '2ji8', '4gm0', '4rjj', '2uz1', '2q5o', '2vbf', '1z8n', '2q5j', '1q6z', '5dx6', '3ea4', '4q9d', '4d5e', '2w93', '1yhz', '3eya', '2wvg', '1qpb', '5dgt', '2ji7', '1ovm', '4qpz', '2ji9', '2vk8', '4mq5', '3oe1', '4kgd', '2q29', '2c31', '4qel', '5ahk', '2jib', '1t9b', '4jud', '2ez9', '2ag1', '2vbg', '1pyd', '2pan', '1t9a', '2vk1', '2vk4', '1upc', '2ez4', '1ozh', '4k9o', '5dei', '5k3s', '1ozf', '2pgo', '4qq8', '1upa', '1zpd', '4cok', '4rji', '5dgd', '2q5q', '1jsc', '5k6r', '2q28', '2q27', '2vjy', '4k9m', '4rjk', '3d7k', '2nxw', '1pvd', '4zp1', '2ihu', '2wva', '1t9d', '1t9c', '1mcz', '2ji6', '1ozg', '5fem', '1n0h', '2q5l', '3ey9', '2ezt', '5ims', '4juc', '3iae', '5d6r', '1upb', '1y9d', '1pox', '4k9p', '4jub', '4feg', '1yhy', '4juf', '1pow', '5k6q', '4k9q', '2v3w', '1yi0', '3iaf', '4k9l'}",0.170515048929452,991
173,ddi_num_5754,PF02403_PF00587,828.615731123671,"{'3qne', '2dq0', '1ser', '2zr2', '3lsq', '3vbb', '1ses', '1set', '3qo5', '3qo7', '1sry', '3qo8', '2zr3', '4rqf', '2dq3', '3lss', '4l87', '4rqe'}",0.564908058026963,194
174,ddi_num_2999,PF00703_PF02837,824.19856447946,"{'3k4d', '1jz2', '3t0a', '4cuc', '3hn3', '3k4a', '2vzv', '3k46', '3t09', '1jyn', '3muy', '1jyw', '1f4h', '5uj6', '4cu8', '3i3d', '3muz', '2vzt', '1jz6', '3t08', '3lpg', '4cu6', '2vzu', '3t2q', '3vd3', '3iap', '4jkl', '3j7h', '1px4', '1px3', '1jz7', '3vd5', '1f4a', '3dec', '5dmy', '3mv0', '1jyx', '3vd7', '4ypj', '2vzo', '2vzs', '3ob8', '3lpf', '3e1f', '4ttg', '3fn9', '1hn1', '4cu7', '3dym', '3t2p', '3vdb', '2x05', '4jhz', '4jkk', '5a1a', '5czk', '3dyo', '4jkm', '1jz4', '2x09', '3vdc', '3dyp', '1bhg', '3gm8', '3t0d', '3iaq', '3bga', '3czj', '3cmg', '3oba'}",0.173131623521595,428
175,ddi_num_108,PF00004_PF05362,821.742845615372,"{'3m6a', '4ypl'}",0.229637162710255,74
176,ddi_num_6035,PF02775_PF00205,817.750657805663,"{'2ezu', '4mpp', '4mpj', '2wvh', '4d5g', '1v5f', '2pgn', '2iht', '5k6t', '4k9n', '2fwn', '1v5e', '2ez8', '2vbi', '2ihv', '2ji8', '4gm0', '4rjj', '2uz1', '2q5o', '1ybh', '2vbf', '1z8n', '2q5j', '1q6z', '5dx6', '3ea4', '4q9d', '4d5e', '2w93', '1yhz', '3eya', '1qpb', '2dji', '5dgt', '2ji7', '1ovm', '4qpz', '2ji9', '1v5g', '2vk8', '4mq5', '3oe1', '4kgd', '2q29', '2c31', '5ahk', '2jib', '4jud', '1t9b', '2ez9', '2ag1', '2vbg', '1pyd', '2pan', '1t9a', '2vk1', '2vk4', '1upc', '2ez4', '1ozh', '4k9o', '3e9y', '5dei', '5k3s', '1ozf', '4fee', '2pgo', '4qq8', '1upa', '1zpd', '4cok', '4rji', '5dgd', '2q5q', '4mzx', '1jsc', '5k6r', '2q28', '2q27', '1yi1', '2vjy', '4k9m', '4rjk', '2nxw', '3d7k', '1pvd', '2ihu', '4zp1', '1t9d', '1t9c', '2wva', '4gp9', '1mcz', '2ji6', '1ozg', '5fem', '1n0h', '2q5l', '3ey9', '2ezt', '5ims', '4juc', '3iae', '5d6r', '5k2o', '1upb', '1y9d', '4k9p', '4feg', '1yhy', '1pi3', '1pow', '5k6q', '4k9q', '2v3w', '1yi0', '3iaf', '4k9l'}",0.586299424617516,688
177,ddi_num_6138,PF03720_PF03721,812.515558755459,"{'3gg2', '2qg4', '4rjt', '2o3j', '1mfz', '4r16', '4edf', '1dlj', '3tdk', '4xr9', '4a7p', '5tjh', '3vtf', '4xrr', '3tf5', '2q3e', '3itk', '2y0e', '3prj', '1mv8', '3ojl', '1muu', '3pjg', '2y0c', '1dli', '2y0d', '3khu', '3ptz'}",0.370814221303663,409
178,ddi_num_3311,PF00730_PF14815,811.756334034008,"{'3g0q', '5dpk', '1rrq', '4yph', '4ypr', '3fsp', '1rrs', '1vrl', '4yoq'}",0.626739966157544,155
179,ddi_num_973,PF02785_PF00364,811.141021210941,"{'3tw6', '2qf7'}",0.253239759290633,159
180,ddi_num_6046,PF00515_PF13181,810.062532182354,"{'3lca', '3fp4', '5g05', '4cgv', '1kt1', '3fp2', '4cgw', '4rg7', '1w3b', '2vyi', '5a31', '5g04', '3fp3', '3vty', '5lcw', '2fbn', '4ui9', '4rg6', '3vtx'}",0.354524356518281,375
182,ddi_num_221,PF16177_PF13193,805.380937768678,"{'1pg4', '2p2b', '1pg3'}",0.322021668851175,30
184,ddi_num_3136,PF00009_PF11987,802.769559437754,"{'4n3s', '4ncl', '3j4j', '3izy', '3wbk', '1g7r', '4kjz', '1g7s', '3wbj', '5me0', '4ncf', '5fg3', '1g7t', '5me1', '4n3n', '5lmv', '1zo1'}",0.520814874146599,681
185,ddi_num_132,PF07724_PF10431,801.340319791824,"{'1qvr', '4fd2', '3j3s', '4i34', '3hte', '1do0', '5kne', '1g4b', '1ksf', '4fcw', '1g4a', '3j3u', '5d4w', '3hws', '4lj8', '1hqy', '1r6b', '1yyf', '5ji2', '4lj7', '4ciu', '4fcv', '4lj4', '4i5o', '1g3i', '4i4l', '3j3t', '1ofh', '4i81', '3pxi', '5ji3', '1kyi', '1ht1', '3j3r', '5txv', '4lja', '4i63', '4i9k', '4fct', '1do2', '4lj6', '1ht2', '1ofi'}",0.332994900318314,846
186,ddi_num_25,PF00725_PF02737,799.521430637237,"{'4dyd', '1f14', '4pzc', '4b3j', '4kug', '4pzd', '3zwa', '3zw8', '3zw9', '2hdh', '2wtb', '3f3s', '4kuh', '1m76', '3k6j', '3ado', '2x58', '4j0f', '3zwc', '1f0y', '4r1n', '1il0', '5mgb', '3had', '1zej', '4kue', '4b3h', '1lso', '4e12', '1wdk', '1lsj', '1f17', '1f12', '3zwb', '4om8', '1wdm', '3mog', '1m75', '4b3i', '1wdl', '4j0e', '4pze', '1zcj', '3hdh', '3adp', '2d3t', '4e13', '3rqs'}",0.554011265621336,656
187,ddi_num_987,PF13533_PF13437,799.174954403182,{'4tko'},1.10015610998444,261
188,ddi_num_636,PF08264_PF10458,795.430250499324,"{'1gax', '1ivs'}",0.212568310257703,37
189,ddi_num_1803,PF09190_PF01406,795.125181734793,"{'3tqo', '1li5', '1li7', '1u0b'}",1.20377944706833,263
190,ddi_num_6019,PF13155_PF08275,793.961382883504,"{'4edg', '1dde', '4edk', '4edt', '4edv', '1eqn', '1dd9', '4ee1', '5guj', '2au3', '4edr', '3b39'}",1.17468971478076,436
191,ddi_num_983,PF00364_PF02786,792.723566130215,{'3tw6'},0.489077075848017,96
192,ddi_num_2357,PF14492_PF00009,791.588076644415,"{'1n0v', '1elo', '3zzu', '2xex', '3izp', '3zzt', '2dy1', '2p8x', '4fn5', '5anb', '2bm0', '1wdt', '3j0e', '5anc', '2p8y', '2om7', '2p8z'}",0.310992029678794,364
193,ddi_num_1361,PF01339_PF00072,789.400825659728,{'1a2o'},0.335076618906971,155
194,ddi_num_4518,PF07943_PF00768,788.941153055336,"{'1sdn', '4k91', '3mfd', '1hd8', '3it9', '3mze', '3ita', '3itb', '1nzo', '3beb', '1z6f', '5j8x', '3mzd', '3a3j', '3mzf', '1nj4', '1nzu', '3bec', '1xp4', '4drt'}",0.208835081329718,309
195,ddi_num_3127,PF01018_PF01926,786.068890404672,"{'4csu', '1udx', '1lnz', '5m04'}",0.561509442477091,343
196,ddi_num_1022,PF02237_PF03099,784.781968135141,"{'1hxd', '4xtx', '4xu1', '3rux', '2dz9', '4wf2', '2hni', '2dve', '2dzc', '2ej9', '1wnl', '2dto', '2e65', '2deq', '1wq7', '2dkg', '2e41', '2e1h', '2ejf', '2e64', '2eay', '2ewn', '3efs', '2fyk', '4xty', '1wpy', '1x01', '2dxt', '2e10', '1bib', '4xtw', '2ejg', '4xu3', '2dth', '1wqw', '3l1a', '3fjp', '4xtu', '4xtv', '2dxu', '2dti', '4xu0', '2zgw', '4op0', '1bia', '4xu2', '2djz', '4xtz', '3efr'}",0.315252909601985,345
197,ddi_num_4105,PF06463_PF04055,784.282576193857,"{'1tv7', '1tv8', '2fb2', '2fb3'}",0.86288539472351,461
198,ddi_num_896,PF00308_PF08299,784.083471635777,"{'2hcb', '3r8f'}",0.216861686195523,77
199,ddi_num_3126,PF13167_PF01926,782.453919580552,"{'3kxk', '3kxi', '3kxl', '5ady', '2qtf', '2qth'}",0.505462112951716,220
200,ddi_num_5893,PF03481_PF01300,776.330423512726,"{'2eqa', '4e1b', '3aje'}",0.557885071642009,228
201,ddi_num_5061,PF01729_PF02749,775.263829656627,"{'3c2r', '3c2e', '3c2f', '3c2v', '4kwv', '1x1o', '1qpo', '5ayy', '1o4u', '2b7q', '2b7p', '1qpn', '5ayz', '5hup', '2i14', '1qpq', '3c2o', '5ayx', '3gnn', '4i9a', '2jbm', '3tqv', '4kww', '1qap', '3l0g', '1qpr', '5hul', '2b7n', '5huo', '3paj'}",1.16616593504111,965
202,ddi_num_1588,PF00988_PF00117,774.305545816384,"{'1c3o', '1bxr', '1kee', '5dot', '1ce8', '1cs0', '1a9x', '1c30', '1m6v', '1t36', '5dou', '1jdb'}",0.600479842491821,337
